Row	station_id	date	t	qt	td	qtd	twet	qtwet	u	qu	tmin	qtmin	tmax	qtmax	dd	qdd	ff	qff	dd_max	qdd_max	ff_max	qff_max	dd_gust	qdd_gust	ff_gust	qff_gust	p	qp	p0	qp0	ppp	qppp	a	qa	ir	qir	rrr	qrrr	rrrt	qrrrt	rrr24	qrrr24	ix	qix	ww	qww	w1	qw1	w2	qw2	vv	qvv	sshn	qsshn	n	qn	h	qh	nh	qnh	cl	qcl	cm	qcm	ch	qch	Ns1	qNs1	C1	qC1	hs1	qhs1	Ns2	qNs2	C2	qC2	hs2	qhs2	Ns3	qNs3	C3	qC3	hs3	qhs3	Ns4	qNs4	C4	qC4	hs4	qhs4	radglo24	qradglo24	evt	qevt	tsoil	qtsoil	e	qe	esnow	qesnow	ess	qess	ss	qss	tusoil005	qtusoil005	tusoil010	qtusoil010	tusoil020	qtusoil020	tusoil030	qtusoil030	tusoil050	qtusoil050	tusoil100	qtusoil100	musoil005	qmusoil005	musoil010	qmusoil010	musoil020	qmusoil020	musoil030	qmusoil030	musoil050	qmusoil050	musoil070	qmusoil070	musoil100	qmusoil100	ew	qew	ews	qews	tmin_12h	qtmin_12h	tmax_12h	qtmax_12h	contentmessage
126-Smiley face	99369	2024-02-08 18:00:00	-0.3	111115	-6.8	111115	-2.5	111115	62	111515		999999		999999	260	111515	1	111115		999999		999999		999999		999999	1023.9	111115	798.0	111115	0.2	111515	0	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999	2.8	111155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	110.0	115555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.7	115555	5.98	115555		999999		999999	AAXX 08181 99369 16/// /2601 11003 21068 37980 40239 50002 60001 333 55028 20110 70000 555 11025 29061=
127-Smiley face	99369	2024-02-08 21:00:00	-0.8	111115	-9.4	111115	-3.5	111115	52	111515		999999		999999	290	111515	1	111115	250.0	313555	5.0	313155	260.0	212555	6.0	212155	1021.6	111115	797.6	111115	-0.4	111515	6	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.01	115555	5.76	115555		999999		999999	AAXX 08211 99369 46/// /2901 11008 21094 37976 40216 56004 333 70000 555 11035 29052 32505 42606=
128-Smiley face	99369	2024-02-09 00:00:00	-2.4	111115	-9.6	111115	-4.5	111115	58	111515		999999		999999	280	111515	1	111115		999999		999999		999999		999999	1022.0	111115	796.8	111115	-0.8	111515	5	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.98	115555	5.12	115555		999999		999999	AAXX 09001 99369 16/// /2801 11024 21096 37968 40220 55008 60001 333 70000 555 11045 29058=
129-Smiley face	99369	2024-02-09 03:00:00	-2.6	111115	-9.9	111115	-4.7	111115	58	111515	-3.2	111155	0.6	111155	10	111515	1	111115		999999		999999		999999		999999	1023.2	111115	796.3	111115	-0.5	111515	7	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.3	115155	0.2	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.91	115555	5.05	115555	-3.2	115555	0.6	115555	AAXX 09031 99369 46/// /0101 11026 21099 37963 40232 57005 333 10006 21032 70000 555 11047 29057 66666 00003 10002 2//// 3//// 5//// 9////=
130-Smiley face	99369	2024-02-09 04:00:00	-1.7	111115	-9.0	111115		999999		999999		999999		999999	290	111515	2	111115		999999		999999		999999		999999	1024.1	111115	796.8	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2901 11017 21090 37968 40241 53003 333 60005 555 11040 29058
131-Smiley face	99369	2024-02-09 05:00:00	1.3	111115	-8.9	111115		999999		999999		999999		999999	0	111515	0	111115		999999		999999		999999		999999	1022.8	111115	797.0	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0000 10013 21089 37970 40228 53005 333 60005 555 11022 29047
132-Smiley face	99369	2024-02-09 06:00:00	3.7	111115	-6.2	111115	-0.1	111115	49	111515		999999		999999	210	111515	1	111115		999999		999999		999999		999999	1021.8	111115	797.1	111115	0.8	111515	1	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.88	115555	7.96	115555		999999		999999	AAXX 09061 99369 16/// /2101 10037 21062 37971 40218 51008 60001 333 3//// 5//// 70000 555 11001 29049=
133-Smiley face	99369	2024-02-09 07:00:00	5.9	111115	-4.4	111115		999999		999999		999999		999999	260	111515	2	111115		999999		999999		999999		999999	1021.6	111115	797.5	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2601 10059 21044 37975 40216 52007 333 60005 555 10018 29048
134-Smiley face	99369	2024-02-09 08:00:00	6.1	111115	-4.4	111115		999999		999999		999999		999999	260	111515	4	111115		999999		999999		999999		999999	1021.4	111115	797.4	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2602 10061 21044 37974 40214 50004 333 60005 555 10020 29047
135-Smiley face	99369	2024-02-09 09:00:00	6.9	111115	-4.5	111115	2.4	111115	44	111515		999999		999999	230	111515	3	111115		999999		999999		999999		999999	1020.4	111115	796.8	111115	-0.3	111515	8	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	1.1	115155	0.9	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	4.39	115555	9.94	115555		999999		999999	AAXX 09091 99369 46/// /2303 10069 21045 37968 40204 58003 333 70000 555 10024 29044 66666 00011 10009 2//// 3//// 5//// 9////=
136-Smiley face	99369	2024-02-09 10:00:00	6.3	111115	-4.1	111115		999999		999999		999999		999999	260	111515	4	111115		999999		999999		999999		999999	1020.1	111115	796.4	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2602 10063 21041 37964 40201 58011 333 60005 555 10022 29047
137-Smiley face	99369	2024-02-09 11:00:00	6.4	111115	-3.7	111115		999999		999999		999999		999999	250	313515	8	313115		999999		999999		999999		999999	1020.1	111115	796.2	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2504 10064 21037 37962 40201 57012 333 60005 555 10023 29048
138-Smiley face	99369	2024-02-09 12:00:00	5.9	111115	-3.6	111115	2.1	111115	50	111515		999999		999999	260	111515	2	111115		999999		999999		999999		999999	1020.5	111115	796.3	111115	-0.5	111515	5	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	4.69	115555	9.28	115555		999999		999999	AAXX 09121 99369 16/// /2602 10059 21036 37963 40205 55005 60001 333 70000 555 10021 29050=
139-Smiley face	99369	2024-02-09 13:00:00	4.6	111115	-3.5	111115		999999		999999		999999		999999	250	313515	8	313115		999999		999999		999999		999999	1021.7	111115	796.6	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2504 10046 21035 37966 40217 53002 333 60005 555 10014 29056
140-Smiley face	99369	2024-02-09 14:00:00	3.5	111115	-3.8	111115		999999		999999		999999		999999	270	111515	4	111115		999999		999999		999999		999999	1022.4	111115	796.9	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2702 10035 21038 37969 40224 53007 333 60005 555 10007 29058
141-Smiley face	99369	2024-02-09 15:00:00	2.4	111115	-4.7	111115	-0.4	111115	59	111515	-3.1	111155	7.7	111155	260	111515	1	111115		999999		999999		999999		999999	1023.9	111115	797.4	111115	1.1	111515	2	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.6	115155	0.5	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	4.3	115555	7.26	115555	-3.1	115555	7.7	115555	AAXX 09151 99369 46/// /2601 10024 21047 37974 40239 52011 333 10077 21031 70000 555 11004 29060 66666 00006 10005 2//// 3//// 5//// 9////=
142-Smiley face	99369	2024-02-09 18:00:00	0.9	111115	-5.2	111115	-1.4	111115	63	111515		999999		999999	230	111515	1	111115		999999		999999		999999		999999	1022.5	111115	798.5	111115	1.1	111515	2	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999	3.0	111155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	111.0	115555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	4.12	115555	6.52	115555		999999		999999	AAXX 09181 99369 16/// /2301 10009 21052 37985 40225 52011 60001 333 55030 20111 70000 555 11014 29064=
143-Smiley face	99369	2024-02-09 21:00:00	0.8	111115	-8.4	111115	-2.3	111115	50	111515		999999		999999	260	111515	2	111115	250.0	313555	5.0	313155	250.0	212555	6.0	212155	1021.8	111115	798.6	111115	0.1	111515	1	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.26	115555	6.47	115555		999999		999999	AAXX 09211 99369 46/// /2602 10008 21084 37986 40218 51001 333 70000 555 11023 29051 32505 42506=
144-Smiley face	99369	2024-02-10 00:00:00	0.0	111115	-9.9	111115	-3.2	111115	46	111515		999999		999999	300	111515	1	111115		999999		999999		999999		999999	1022.1	111115	798.2	111115	-0.4	111515	8	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.84	115555	6.11	115555		999999		999999	AAXX 10001 99369 16/// /3001 10000 21099 37982 40221 58004 60001 333 70000 555 11032 29047=
145-Smiley face	99369	2024-02-10 03:00:00	1.3	111115	-13.6	111115	-3.1	111115	33	111515	-0.8	111155	2.0	111155	270	111515	2	111115		999999		999999		999999		999999	1023.5	111115	798.5	111115	0.3	111515	3	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.4	115155	0.3	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.19	115555	6.71	115555	-0.8	115555	2.0	115555	AAXX 10031 99369 46/// /2702 10013 21136 37985 40235 53003 333 10020 21008 70000 555 11031 29032 66666 00004 10003 2//// 3//// 5//// 9////=
146-Smiley face	99369	2024-02-10 04:00:00	0.7	111115	-12.0	111115		999999		999999		999999		999999	250	111515	2	111115		999999		999999		999999		999999	1025.0	111115	799.1	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /2501 10007 21120 37991 40250 53011 333 60005 555 11032 29038
